"subid","trial","item","state","positivity","utterance","judgment"
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",9,"painting","2","it wasn't ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",10,"recital","3","it was ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",11,"cake","1","it wasn't ___","amazing",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",12,"dance","3","it wasn't ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",13,"cookie","3","it wasn't ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",14,"presentation","3","it wasn't ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",15,"painting","2","it wasn't ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",16,"film","0","it was ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",17,"solo","2","it wasn't ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",18,"app","0","it wasn't ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",19,"cookie","3","it wasn't ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",20,"painting","2","it was ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",21,"monologue","0","it was ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",22,"dance","2","it wasn't ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",23,"poem","0","it wasn't ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",24,"poem","0","it was ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",25,"review","2","it was ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",26,"monologue","1","it wasn't ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",27,"film","0","it wasn't ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",28,"app","0","it wasn't ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",29,"poem","0","it was ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",30,"cake","1","it wasn't ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",31,"song","1","it was ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",32,"dance","2","it was ___","amazing",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",33,"recital","3","it was ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",34,"cake","1","it wasn't ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3H0W84IWBK23X49GVLP65CBHOISERG.json",35,"presentation","3","it was ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",4,"recital","2","it wasn't ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",5,"monologue","3","it wasn't ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",6,"cookie","0","it wasn't ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",7,"cake","2","it was ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",8,"presentation","3","it wasn't ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",9,"cookie","0","it was ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",10,"monologue","3","it wasn't ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",11,"presentation","3","it was ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",12,"dance","1","it was ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",13,"review","3","it was ___","amazing",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",14,"song","2","it wasn't ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",15,"app","1","it wasn't ___","amazing",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",16,"dance","1","it was ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",17,"painting","3","it was ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",18,"app","1","it wasn't ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",19,"recital","2","it wasn't ___","amazing",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",20,"dance","1","it was ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",21,"solo","0","it wasn't ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",22,"app","1","it wasn't ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",23,"painting","3","it was ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",24,"review","0","it wasn't ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",25,"review","0","it was ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",26,"song","2","it was ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",27,"film","2","it wasn't ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",28,"film","1","it was ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",29,"cake","2","it was ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",30,"poem","1","it wasn't ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",31,"recital","2","it was ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",32,"poem","0","it was ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",33,"song","3","it wasn't ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",34,"solo","0","it wasn't ___","amazing",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3IQ1VMJRYTKU3RWILZNYI8LWXHO9AT.json",35,"cookie","0","it was ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",4,"painting","0","it was ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",5,"review","0","it wasn't ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",6,"cake","0","it was ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",7,"film","1","it wasn't ___","amazing",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",8,"film","1","it wasn't ___","bad",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",9,"poem","3","it was ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",10,"cake","0","it was ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",11,"solo","1","it wasn't ___","terrible",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",12,"app","2","it was ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",13,"cookie","2","it wasn't ___","good",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",14,"painting","3","it was ___","amazing",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",15,"dance","1","it was ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",16,"presentation","3","it wasn't ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",17,"cookie","2","it was ___","amazing",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",18,"monologue","2","it was ___","good",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",19,"poem","3","it was ___","bad",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",20,"app","2","it was ___","terrible",0
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",21,"monologue","2","it wasn't ___","amazing",1
"3CO05SML7V51JUWSXCLPV3EP1K10RU-3TGOYF991XMC2SYJPFZGE5K4H5PUUG.json",22,"song","3","it was ___","good",1
